SQL_INJECION_DATA : [1, 'Кирилл', 'Козлов', 'Ярославль', '2024-06-08', '19:00:30']
SQL_INJECION_DATA : [770, 'Егор', 'Никитин', 'Челябинск', '2024-06-08', '15:36:45']
SQL_INJECION_DATA : [771, 'Егор', 'Никитин', 'Челябинск', '2024-06-18', '11:54:34']
SQL_INJECION_DATA : [772, 'Борис', 'Попов', 'Омск', '2024-06-12', '19:19:56']
SQL_INJECION_DATA : [773, 'Дмитрий', 'Лебедев', 'Екатеринбург', '2024-06-14', '10:14:31']
SQL_INJECION_DATA : [774, 'Юрий', 'Захаров', 'Уфа', '2024-06-18', '14:38:09']
SQL_INJECION_DATA : [775, 'Сергей', 'Морозов', 'Новокузнецк', '2024-06-03', '19:06:32']
SQL_INJECION_DATA : [776, 'Владислав', 'Кузнецов', 'Томск', '2024-06-09', '14:29:37']
SQL_INJECION_DATA : [777, 'Андрей', 'Соколов', 'Ростов-на-Дону', '2024-06-15', '19:21:21']
SQL_INJECION_DATA : [778, 'Николай', 'Никитин', 'Ижевск', '2024-06-09', '20:53:18']
SQL_INJECION_DATA : [779, 'Артём', 'Никитин', 'Томск', '2024-06-16', '13:30:46']
SQL_INJECION_DATA : [780, 'Михаил', 'Яковлев', 'Новосибирск', '2024-06-12', '13:46:21']
SQL_INJECION_DATA : [781, 'Владислав', 'Иванов', 'Воронеж', '2024-06-16', '14:31:25']
SQL_INJECION_DATA : [782, 'Максим', 'Иванов', 'Махачкала', '2024-06-15', '12:16:01']
SQL_INJECION_DATA : [783, 'Кирилл', 'Зайцев', 'Рязань', '2024-06-05', '18:18:50']
SQL_INJECION_DATA : [784, 'Егор', 'Новиков', 'Ульяновск', '2024-06-18', '15:31:55']
SQL_INJECION_DATA : [785, 'Илья', 'Фёдоров', 'Омск', '2024-06-16', '11:34:00']
SQL_INJECION_DATA : [786, 'Олег', 'Алексеев', 'Санкт-Петербург', '2024-06-17', '19:44:48']
SQL_INJECION_DATA : [787, 'Артём', 'Зайцев', 'Новокузнецк', '2024-06-12', '10:13:44']
SQL_INJECION_DATA : [788, 'Иван', 'Орлов', 'Санкт-Петербург', '2024-06-05', '20:12:53']
SQL_INJECION_DATA : [789, 'Иван', 'Иванов', 'Санкт-Петербург', '2024-06-08', '13:56:46']
SQL_INJECION_DATA : [790, 'Алексей', 'Попов', 'Тюмень', '2024-06-09', '15:51:17']
SQL_INJECION_DATA : [791, 'Дмитрий', 'Смирнов', 'Санкт-Петербург', '2024-06-04', '20:28:06']
SQL_INJECION_DATA : [792, 'Фёдор', 'Козлов', 'Краснодар', '2024-06-20', '16:08:47']
SQL_INJECION_DATA : [793, 'Юрий', 'Лебедев', 'Волгоград', '2024-06-16', '19:12:12']
SQL_INJECION_DATA : [794, 'Владислав', 'Петров', 'Красноярск', '2024-06-03', '11:55:08']
SQL_INJECION_DATA : [795, 'Руслан', 'Павлов', 'Казань', '2024-06-17', '20:15:44']
SQL_INJECION_DATA : [796, 'Григорий', 'Лебедев', 'Махачкала', '2024-06-14', '17:51:54']
SQL_INJECION_DATA : [797, 'Роман', 'Соловьёв', 'Воронеж', '2024-06-13', '11:23:59']
SQL_INJECION_DATA : [798, 'Михаил', 'Захаров', 'Волгоград', '2024-06-14', '14:33:31']
SQL_INJECION_DATA : [799, 'Виктор', 'Орлов', 'Барнаул', '2024-06-14', '12:22:32']
SQL_INJECION_DATA : [800, 'Константин', 'Никитин', 'Красноярск', '2024-06-16', '10:11:05']
SQL_INJECION_DATA : [801, 'Андрей', 'Кузнецов', 'Ярославль', '2024-06-07', '20:51:33']
SQL_INJECION_DATA : [802, 'Павел', 'Орлов', 'Краснодар', '2024-06-17', '20:14:53']
SQL_INJECION_DATA : [803, 'Руслан', 'Андреев', 'Ульяновск', '2024-06-06', '14:53:45']
SQL_INJECION_DATA : [804, 'Николай', 'Семенов', 'Барнаул', '2024-06-13', '16:41:47']
SQL_INJECION_DATA : [805, 'Юрий', 'Егоров', 'Ижевск', '2024-06-07', '11:43:32']
SQL_INJECION_DATA : [806, 'Павел', 'Захаров', 'Томск', '2024-06-05', '20:32:25']
SQL_INJECION_DATA : [807, 'Алексей', 'Орлов', 'Тюмень', '2024-06-11', '20:52:36']
SQL_INJECION_DATA : [808, 'Сергей', 'Волков', 'Кемерово', '2024-06-14', '17:00:45']
SQL_INJECION_DATA : [809, 'Григорий', 'Николаев', 'Нижний Новгород', '2024-06-06', '12:38:27']
SQL_INJECION_DATA : [810, 'Фёдор', 'Андреев', 'Краснодар', '2024-06-04', '12:49:03']
SQL_INJECION_DATA : [811, 'Григорий', 'Соколов', 'Ульяновск', '2024-06-15', '17:54:32']
SQL_INJECION_DATA : [812, 'Александр', 'Николаев', 'Рязань', '2024-06-14', '14:35:47']
SQL_INJECION_DATA : [813, 'Тимофей', 'Лебедев', 'Махачкала', '2024-06-09', '17:12:41']
SQL_INJECION_DATA : [814, 'Станислав', 'Никитин', 'Кемерово', '2024-06-09', '20:02:19']
SQL_INJECION_DATA : [815, 'Роман', 'Козлов', 'Тюмень', '2024-06-05', '20:39:17']
SQL_INJECION_DATA : [816, 'Вадим', 'Захаров', 'Самара', '2024-06-04', '18:46:01']
SQL_INJECION_DATA : [817, 'Максим', 'Яковлев', 'Самара', '2024-06-09', '14:31:43']
SQL_INJECION_DATA : [818, 'Олег', 'Макаров', 'Тюмень', '2024-06-13', '10:57:59']
SQL_INJECION_DATA : [819, 'Дмитрий', 'Андреев', 'Хабаровск', '2024-06-08', '12:21:54']
SQL_INJECION_DATA : [820, 'Иван', 'Андреев', 'Новосибирск', '2024-06-17', '20:14:59']
SQL_INJECION_DATA : [821, 'Владислав', 'Соколов', 'Екатеринбург', '2024-06-18', '12:17:24']
SQL_INJECION_DATA : [822, 'Вадим', 'Попов', 'Махачкала', '2024-06-11', '19:55:26']
SQL_INJECION_DATA : [823, 'Андрей', 'Фёдоров', 'Иркутск', '2024-06-16', '15:19:16']
SQL_INJECION_DATA : [824, 'Сергей', 'Козлов', 'Кемерово', '2024-06-15', '13:25:32']
SQL_INJECION_DATA : [825, 'Владислав', 'Степанов', 'Ярославль', '2024-06-19', '17:53:39']
SQL_INJECION_DATA : [826, 'Алексей', 'Петров', 'Краснодар', '2024-06-16', '10:39:03']
SQL_INJECION_DATA : [827, 'Григорий', 'Николаев', 'Ульяновск', '2024-06-06', '18:25:45']
SQL_INJECION_DATA : [828, 'Юрий', 'Волков', 'Рязань', '2024-06-16', '14:28:42']
SQL_INJECION_DATA : [829, 'Егор', 'Никитин', 'Самара', '2024-06-06', '17:42:03']
SQL_INJECION_DATA : [830, 'Владислав', 'Кузнецов', 'Барнаул', '2024-06-17', '17:58:35']
SQL_INJECION_DATA : [831, 'Григорий', 'Иванов', 'Махачкала', '2024-06-20', '17:35:26']
SQL_INJECION_DATA : [832, 'Вадим', 'Семенов', 'Самара', '2024-06-17', '20:11:03']
SQL_INJECION_DATA : [833, 'Григорий', 'Попов', 'Томск', '2024-06-15', '18:14:09']
SQL_INJECION_DATA : [834, 'Андрей', 'Степанов', 'Пермь', '2024-06-20', '11:10:34']
SQL_INJECION_DATA : [835, 'Максим', 'Иванов', 'Новокузнецк', '2024-06-15', '12:10:59']
SQL_INJECION_DATA : [836, 'Тимофей', 'Алексеев', 'Ульяновск', '2024-06-07', '19:01:30']
SQL_INJECION_DATA : [837, 'Иван', 'Иванов', 'Уфа', '2024-06-06', '17:59:29']
SQL_INJECION_DATA : [838, 'Юрий', 'Андреев', 'Омск', '2024-06-06', '13:53:12']
SQL_INJECION_DATA : [839, 'Григорий', 'Новиков', 'Кемерово', '2024-06-04', '14:08:05']
SQL_INJECION_DATA : [840, 'Фёдор', 'Борисов', 'Самара', '2024-06-15', '14:31:25']
SQL_INJECION_DATA : [841, 'Сергей', 'Алексеев', 'Новосибирск', '2024-06-17', '19:21:55']
SQL_INJECION_DATA : [842, 'Николай', 'Петров', 'Москва', '2024-06-06', '13:46:30']
SQL_INJECION_DATA : [843, 'Владислав', 'Захаров', 'Кемерово', '2024-06-19', '17:18:55']
SQL_INJECION_DATA : [844, 'Константин', 'Лебедев', 'Красноярск', '2024-06-07', '15:15:16']
SQL_INJECION_DATA : [845, 'Илья', 'Фёдоров', 'Екатеринбург', '2024-06-06', '12:51:39']
SQL_INJECION_DATA : [846, 'Виктор', 'Борисов', 'Махачкала', '2024-06-13', '16:22:22']
SQL_INJECION_DATA : [847, 'Вадим', 'Алексеев', 'Ульяновск', '2024-06-10', '18:20:23']
SQL_INJECION_DATA : [848, 'Егор', 'Петров', 'Ростов-на-Дону', '2024-06-08', '12:34:42']
SQL_INJECION_DATA : [849, 'Константин', 'Егоров', 'Екатеринбург', '2024-06-06', '10:19:38']
SQL_INJECION_DATA : [850, 'Константин', 'Волков', 'Томск', '2024-06-14', '19:57:28']
SQL_INJECION_DATA : [851, 'Вадим', 'Николаев', 'Казань', '2024-06-14', '12:35:59']
